ID	text	IsBiased	Coarse-Grained	Fine-Grained
0001_2014	健康時報引述了火神山醫院的承建方中建三局一名負責人表示，的確有上述現象，但沒領工資的是部分志工，「做完工就走了，因為他們不在勞務隊裡，所以現在也沒有聯繫到他們」。	1	0,1	0,0,0,0,2,3,0
0001_3000	火神山醫院工地拖欠農民工工資？ 承建方回應	0	0,0	0,0,0,0,0,0,0
0001_3001	中國武漢冠狀病毒定點醫院火神山醫院早前被指拖欠農民工工資，承建方中建三局昨天（18日）回應稱，有準時把錢交給分包代發，不清楚哪個環節出問題。	1	1,1	0,2,0,0,2,0,0
0001_3002	另外，對於有消息稱有工人拒領現象，中建三局也回應說，僅部分志願者沒領工錢。	1	0,1	0,0,0,0,2,0,0
0001_3003	參與火神山醫院建設施工的農民工湯斌等人十餘人自本月14日起，由發包方辛某組織，到火神山醫院參與病房防水工程施工。	0	0,0	0,0,0,0,0,0,0
0001_3004	湯斌等十餘人開工前曾得到承諾，當日工資次日發放，白班一天600元（人民幣，下同，約120新幣）、夜班一天1200元。	0	0,0	0,0,0,0,0,0,0
0001_3005	但自2月15日，湯斌等人多次向辛某討要工資無果。	0	0,0	0,0,0,0,0,0,0
0001_3006	直到2月18日凌晨，湯斌等人才足額拿到工資。	0	0,0	0,0,0,0,0,0,0
0001_3007	對此，火神山醫院承建方中建三局一名工作人員昨天回應，“不存在拖欠工資。	1	0,1	0,0,0,0,2,1,0
0001_3008	原來承諾是日結，但是這麼多工人，中建三局不是直接對接農民工，中間還有一層分包，分包下麵可能還有班組。	1	0,1	0,0,0,0,2,1,0
0001_3009	按正常（流程）是把錢先給分包再給班組。	1	0,1	0,0,0,0,2,1,0
0001_3010	目前現場有人在瞭解情況，現在還不知道哪裡出了問題。”	1	0,1	0,0,0,0,2,1,0
0001_3011	此外，湯斌還反映，開工以來每天只能領到一個口罩一瓶礦泉水，認為口罩數量太少，難以保證防護效果。	0	0,0	0,0,0,0,0,0,0
0001_3012	不過，中建三局宣傳部回應時表示，“不存在（這種情況）的。”	1	0,1	0,0,0,0,2,0,0
0001_3013	參與中建三局承建的另一個“小湯山醫院”雷神山醫院的一位農民工說，雷神山醫院施工期間，他的包工頭做到了工資日結，他所在的班組每人每天能領到2個口罩和3瓶礦泉水。	0	0,0	0,0,0,0,0,0,0
0001_3014	另近日社交媒體廣泛流傳一張截圖，內容大致為“參加火神山醫院建設的工人要結算工資時，許許多多的工人堅決不領工資。	1	0,1	0,0,0,0,1,2,0
0001_3015	他們說武漢現在這麼難，我們也想做些力所能及的事，提供吃喝已經很好了，工錢就不要了……”	1	0,1	0,0,0,0,1,2,0
0001_3016	內容最後發出感慨“中國有這麼多善良的人民，真的要好好善待他們！”	1	0,1	0,0,0,0,1,2,0
0001_3017	該截圖引起關註，許多人紛紛轉發點贊，不過也有人表示“不贊成工人不拿工資，道德綁架將會使得未來沒有多少人去繼續做事”。	1	0,1	0,0,0,0,2,1,0
0001_3018	對此，中建三局一名負責人說，的確有這個現象，不過沒領工錢的是部分志願者，也沒有留下聯繫方式。	1	0,1	0,0,0,0,2,1,0
0001_3019	“我們本來是打算給他們發工資的，但是他們沒要，做完工就走了，因為他們不在勞務隊里，所以現在也沒有聯繫到他們，聽說這一部分志願者去了山東濰坊打工。”	1	0,1	0,0,0,0,2,1,0
0001_3020	參照“小湯山醫院”模式的火神山醫院，由中建集團在武漢的子企業中建三局牽頭，武漢建工、武漢市政、漢陽市政等三家企業參與。	0	0,0	0,0,0,0,0,0,0
0001_3021	從方案設計到建成交付共耗時10天，於2月2日上午正式交付，2月4日正式接診，參與建設者達7000餘名。	0	0,0	0,0,0,0,0,0,0
0001_3022	據悉，火神山醫院交付使用之後，部分後續工程仍在進行，包括2月14日開工的病房防水工程。	0	0,0	0,0,0,0,0,0,0
0002_1000	關於疫情防控物資，中央明確「重中之重」！	1	1,0	1,0,0,0,0,0,0
0002_1001	2日，中共中央政治局常委、國務院總理、中央應對新型冠狀病毒感染肺炎疫情工作領導小組組長李克強主持召開領導小組會議。	0	0,0	0,0,0,0,0,0,0
0002_1002	中共中央政治局常委、中央應對疫情工作領導小組副組長王滬寧出席。	0	0,0	0,0,0,0,0,0,0
0002_1003	會議指出，按照中央應對疫情工作領導小組會議精神，國務院已同意部分省份根據疫情防控工作需要，春節後在保障疫情防控、公共事業運行、群眾生活必需及其他涉及重要國計民生企業、重大工程員工及時返崗的同時，其他行業可採取靈活方式安排工作，以避免節後人群大規模流動，降低疫情擴散風險。	0	0,0	0,0,0,0,0,0,0
0002_1004	引導企事業單位錯峰上班、居家辦公和農民工分批有序到崗。	0	0,0	0,0,0,0,0,0,0
0002_1005	各地要確保防控物資和生活必需品等穩定供應，支持企業盡快復工，建立綠色通道，確保物流配送暢通和銷售網點生活必需品及時補貨。	0	0,0	0,0,0,0,0,0,0
0002_1006	會議要求，要認真貫徹落實習近平總書記重要指示精神，壓實屬地責任，堅持公開透明，更好做到早發現、早報告、早隔離、早治療，堅決打贏疫情防控阻擊戰。	1	1,1	0,0,0,2,0,2,0
0002_1007	領導小組成員丁薛祥、黃坤明、蔡奇、王毅、肖捷、趙克志參加。	0	0,0	0,0,0,0,0,0,0
0002_2000	黃岡「禁足令」限隔日外出 疫情僅次武漢　每家只准1人買物資	1	1,0	0,1,0,0,0,0,0
0002_2001	據了解，有關做法相信先由居民小區工作人員負責，再由地區的駐居民小區聯繫組織協調，公安及城管則在街上巡邏。	0	0,0	0,0,0,0,0,0,0
0002_2002	黃岡市城管書記主任朱冬明透露，前晚已派出184人進行交通管制，昨又派200人上街巡邏，對流動人口及攤販進行管控，希望減少市內人流，減低感染機會。	0	0,0	0,0,0,0,0,0,0
0002_2003	黃岡市黃梅縣小池鎮有居民昨外出，發現大部份路口被電單車攔阻，部份更有官方人員看守，提醒他們快回家，不要出門。	0	0,0	0,0,0,0,0,0,0
0002_2004	「難道就這樣等死嗎？」	1	1,1	0,0,0,2,2,0,0
0002_2005	當地超市仍有不少人，但入超市要先量體溫，不戴口罩禁入，超市即食麵貨架已無貨。	1	0,1	0,0,0,0,1,0,0
0002_2006	黃岡市蘄春縣亦有居民稱，商舖現時不開門，若居民有需要可透過微信找附近商戶，商戶委託官方人員將物資交到居民樓下，最後居民用電子支付。	1	0,1	0,0,0,0,1,0,0
0002_2007	不過並非所有人都這樣幸運，不少黃岡市民網上出聲求救，指官方已封村無法外出購買，代購亦無法進來，官員又找不到，「難道就這樣等死嗎？	1	1,1	0,0,1,3,2,0,0
0002_2008	！」	1	0,1	0,0,0,0,2,0,0
0002_2009	繼疫源地武漢宣佈封城後，與之相鄰的湖北黃岡市因疫情嚴重，昨日祭出新招，緊急限制居民出外，規定每家每兩天只可指派一名家庭成員外出採購生活物資，其餘居民除生病求醫、防疫需要及到超市藥店工作，均不得外出，違者送官究治。	1	1,0	1,0,0,0,0,0,0
0002_2010	此防疫招數古今中外堪稱罕見，顯示當地疫情嚴重。	1	1,0	1,0,0,2,0,0,0
0002_2011	但當局沒有說明如何保證新策有效實施。	0	0,0	0,0,0,0,0,0,0
0002_2012	官方公佈顯示，至昨凌晨武漢確診病例超過3,200宗，逾190人不治；與武漢相鄰的黃岡市確診人數超過720宗，至少14人死亡；其疫情嚴重程度僅次於武漢；中央督查組日前赴黃岡市檢查防疾情况，面對督查組的相關防控疫情問題，當地衞健委主任「一問三不知」，被黃岡市委即炒，成為首個落馬的湖北官員。	1	1,0	3,1,0,0,0,0,0
0002_2013	黃岡市紀委透露，目前已有四名官員被免職，另有337人被處分，當地政壇「大地震」。	1	1,0	0,2,0,0,0,0,0
0002_2014	為求「將功補過」，黃岡市當局昨祭出更猛新招，緊急宣佈即日起在黃岡市區範圍內實行「居民出行管控」措施，具體包括每戶家庭每隔兩天可指派一名家庭成員上街，採購生活物資，其他人士除非是生病就醫、或疫情防控工作需要、或在超市和藥店上班外者以外，不得外出。	1	1,0	2,0,0,2,0,0,0
0002_2015	該禁令要求市區所有黨員幹部、人大代表、政協委員帶頭，管好自己、家人、親屬，帶動街坊鄰居；拒不聽從者公安要加大打擊力度。	1	1,0	0,0,0,2,0,0,0
0002_2016	禁令無提如何落實新策，但稱凡發現黨員幹部、公職人員不服從管理，不聽從勸阻，參與聚眾鬧事的，提請紀檢監察機關問責，同時追究其所在單位主要負責人責任。	1	1,0	0,0,0,1,0,0,0
0002_2017	要求駐居民小區聯繫包保的黨員幹部要切實履行包保責任，按時上崗履責，主動支持配合居民小區做好人員外出管控工作。	1	1,0	0,0,0,2,0,0,0
0002_2018	履職不到位嚴肅問責。	0	0,0	0,0,0,0,0,0,0
0002_2019	禁令明示，此出行管控措施解除時間，另行通知。	0	0,0	0,0,0,0,0,0,0
0002_3000	排隊也買不到 侯友宜：中央要立即解決防疫物資問題	0	0,0	0,0,0,0,0,0,0
0002_3001	新北市長侯友宜今天在臉書表示，政府配銷的口罩往10分鐘內就被搶光，排隊也未必能買到，開學在即，民眾恐慌他很能理解，他認為配發過程要更透明，「政府有責任讓民眾安心，中央要立即解決買不到口罩、酒精等防疫物資的問題。」	0	0,0	0,0,0,0,0,0,0
0002_3002	侯友宜說，民眾持續在他的臉書、IG和YT等社群平台反映買不到口罩、酒精和額溫槍，超商本有配銷口罩，但昨天凌晨未進貨。	0	0,0	0,0,0,0,0,0,0
0002_3003	經濟部指口罩傍晚就會到貨，昨晚他從7點到9點到土城、中和與板橋實地了解情況，無論超商藥妝店和藥局都買不到。	0	0,0	0,0,0,0,0,0,0
0002_3004	過程中，許多市民表達擔憂，指孩即將開學，卻買不到兒童口罩；藥妝店及超商配送量不一，無法滿足民眾需求，約10分鐘就被搶購一空，民眾需在上架前提早排隊1小時才有機會買到。	1	0,1	0,0,0,0,2,0,0
0002_3005	侯友宜說，目前全國防疫口罩由中央政府統一徵用分配，中央正與業者協調增設產線生產兒童口罩，以他連續2天實際購買的經驗，完全可以理解民眾買不到的恐慌心情。	0	0,0	0,0,0,0,0,0,0
0002_3006	他以民眾立場質疑中央配送標準是什麼？	1	1,1	0,0,0,1,2,1,0
0002_3007	分配給各縣市的計算公式又是什麼？	1	0,1	0,0,0,0,2,1,0
0002_3008	下周一要開學，兒童口罩缺貨情況何時能解決？	1	0,1	0,0,0,0,2,1,0
0002_3009	口罩以人工分裝3片過程中如何不被汙染？	1	0,1	0,0,0,0,2,1,0
0002_3010	到貨還要分裝導致延遲上架，民眾等更久，還不一定買到。	1	0,1	0,0,0,0,2,1,0
0002_3011	「政府有責任讓民眾安心，中央要立即解決買不到口罩、酒精等防疫物資的問題。」	1	1,1	0,0,0,2,2,1,0
0002_3012	市府已向中央反映，建議提升產能、加速配送，配發上應該更公開透明，才不會造成民眾恐慌。	0	0,0	0,0,0,0,0,0,0
0002_3013	但還是要呼籲市民不要屯貨，夠用即可，多點同理心，同舟共濟、共體時艱對抗武漢肺炎疫情。	1	1,0	0,2,0,2,0,0,0
0003_1000	榮陽交聯盟：我國已能自製新冠肺炎候選藥物瑞德西韋	0	0,0	0,0,0,0,0,0,0
0003_1001	新冠肺炎疫情持續增溫，全球急需抗病毒藥物。	0	0,0	0,0,0,0,0,0,0
0003_1002	陽明大學、交通大學與台北榮民總醫院因應新冠肺炎疫情組成防疫聯盟，已與心悅生醫、台耀化學2家生技公司簽訂合作備忘錄，其中台耀化學評估具備自製瑞德西韋（Remdesivir）潛力，等待授權後即可量產。	0	0,0	0,0,0,0,0,0,0
0003_1003	榮陽交防疫聯盟陸續與國內高端疫苗合作，協助申請快篩試劑與疫苗研發。	0	0,0	0,0,0,0,0,0,0
0003_1004	聯盟目前期望結合陽明大學的生醫專長、交通大學的科法專長、以及台北榮總的臨床量能，協助國內產業完成整備工作，因應疫情可能的威脅。	0	0,0	0,0,0,0,0,0,0
0003_1005	榮陽交防疫聯盟表示，台耀化學是台灣原料藥大廠，也是國內少數擁有超低溫設備的生藥公司，具有短時間內量產藥物的潛力。	0	0,0	0,0,0,0,0,0,0
0003_1006	台耀化學表示，大量合成瑞德西韋需要在攝氏-78℃的化學反應槽，由於一公斤的原料藥僅能供1000名病患的療程，台耀化學目前已與供應商確認瑞德西韋的原料供應鏈，可以在半個月內合成10公克、一個月內合成100公克，年產可達百公斤，提供大量病患療程所需的劑量。	0	0,0	0,0,0,0,0,0,0
0003_1007	台耀化學也已決定，一旦有防疫需求，可將現有產線轉投入大量生產瑞德西韋，預估每月可提供約2萬名病患的治療需求。	0	0,0	0,0,0,0,0,0,0
0003_1008	榮陽交防疫聯盟表示，雖然瑞德西韋還在臨床試驗階段，但仍是世界衛生組織認為是治療新冠肺炎的候選藥物之一。	1	0,1	0,0,0,0,0,3,0
0003_1009	為了預防疫情持續擴散，國內目前已有能力自製瑞德西韋，只要能取得授權，就算國際上因搶購缺貨，台灣也有能力保護民眾健康。	1	1,1	0,0,0,2,0,3,0
0003_2000	盼量產瑞德西韋抗疫 陽明交大北榮共助國內藥廠	0	0,0	0,0,0,0,0,0,0
0003_2001	台耀化學將與學界合作，投入防疫藥物生產整備，評估只要取得授權，就能量產瑞德西韋，有機會治療武漢肺炎。	1	1,0	0,2,0,0,0,0,0
0003_2002	因應武漢肺炎疫情，陽明大學、交通大學與台北榮民總醫院合組防疫聯盟，並與2家生技公司簽約，更鎖定瑞德西韋的量產評估，盼協助產業完成整備，對抗疫情威脅。	1	1,0	0,2,0,0,0,0,0
0003_2003	陽明今指出，考量目前疫情發展，急需抗病毒藥物，已與心悅生醫、台耀化學等兩家生技公司簽訂合作備忘錄，而世界衛生組織認為瑞德西韋是治療這次肺炎的候選藥物之一，而經評估，台耀化學具備自製瑞德西韋的潛力。	0	0,0	0,0,0,0,0,0,0
0003_2004	然藥廠製藥需取得授權，陽明表示，在流感疫情大爆發時，台灣過去就曾因考量國家防疫需求，向原研發藥廠要求強制授權，由國內藥廠自製克流感，創下防疫先例，當時也成了全球第1個克流感強制授權的國家，而國內目前已有能力自製瑞德西韋，只要能取得授權，就算國際上因搶購缺貨，台灣也有能力保護民眾健康。	1	1,1	2,0,0,2,0,3,0
0003_2005	台耀化學表示，大量合成瑞德西韋需要在攝氏負78度C的化學反應槽，由於1公斤的原料藥僅能供1千名病患的療程，公司已與供應商確認其原料供應鏈，可在1個月內合成100公克，年產可達百公斤，提供大量病患療程所需的劑量，同時決定，一旦有防疫需求，可將現有產線轉投入大量生產瑞德西韋，預估每月可提供約2萬名病患的治療需求。	0	0,0	0,0,0,0,0,0,0
0003_2006	台耀化學是國內原料藥大廠，將與陽明大學、交通大學與台北榮民總醫院等合作，投入防疫藥物生產評估。	0	0,0	0,0,0,0,0,0,0
0003_3000	190支瑞德西韋到港 料可供18至33位病人臨床試用	0	0,0	0,0,0,0,0,0,0
0003_3001	醫管局臨床傳染病治療專責小組主席暨傳染病中心醫務總監曾德賢昨日（13日）曾介紹，新藥瑞德西韋已運抵香港。	0	0,0	0,0,0,0,0,0,0
0003_3002	消息指今次運抵香港的數量共有190支，給三間醫院作公開標籤臨床試驗用，視乎注射療程，料足夠讓18至33位病人服用。	0	0,0	0,0,0,0,0,0,0
0003_3003	感染及傳染病專科醫生林緯遜指，瑞德西韋與現時使用的蛋白酶抑制劑及利巴韋林同屬抗病毒藥物，機制上用作阻截病毒基因複製，在動物測試中效果較前兩種好，惟應用在人體的個案較少，估計副作用如導致肝酵素上升會與現時採用的藥物相若，詳情需待內地公佈。	0	0,0	0,0,0,0,0,0,0
0003_3004	他又指相信瑞德西韋可應用在長者，惟副作用可能較其他群組明顯，而因副作用未能確切知道，選擇中度至嚴重患者較符合道德倫理，各地對中度或嚴重的定義可能不同，一般是依靠病人各維生指數斷定。	0	0,0	0,0,0,0,0,0,0
0003_3005	他又形容香港治療策略傾向保守，一般入院除非病情太輕微否則都會用藥，但用藥時機十分重要，部分病人情況可能是病毒「已死得七七八八」，但自我免疫系統出問題，導致細胞因子風暴，此時已不適合使用抗病毒藥物，改用類固醇抑制免疫系統或較有效。	1	1,0	0,0,0,4,0,0,0
0003_3006	醫管局臨床傳染病治療專責小組主席暨傳染病中心醫務總監曾德賢昨日曾指，已抵港的新藥瑞德西韋將在威爾斯親王醫院、瑪嘉烈醫院及瑪麗醫院使用，臨床測試會分為中度及嚴重病人兩種。	0	0,0	0,0,0,0,0,0,0
0003_3007	中度病人會分為3組，分別使用5日瑞德西韋、10日瑞德西韋及現時的標準治療方案，病人會抽籤進入其中一組，接受處方瑞德西韋的病人會在第一日注射200毫克，往後每一日注射100毫克。	0	0,0	0,0,0,0,0,0,0
0004_1000	武漢最大規模方艙醫院今起休艙	1	1,0	2,0,0,0,0,0,0
0004_1001	中國武漢客廳東西湖方艙醫院最後一批患者昨天（7日）出艙，於今天正式休艙，據悉該醫院是武漢最早徵用改建的三家方艙醫院之一，規模也是最大的，共收治1700餘名輕症和普通患者。	1	1,0	1,0,0,0,0,0,0
0004_1002	上海市同濟大學附屬東方醫院國家緊急救援隊的消息，昨天下午2時許，東西湖方艙醫院80餘名患者與醫護人員告別，其中20餘名被武漢市各區大巴車接往社區隔離點，另外50餘名由醫護人員陪同被送往雷神山等定點醫院。	1	0,1	0,0,0,0,1,0,0
0004_1003	方艙B廳醫務部負責人孫貴新教授介紹，隨着80餘名患者出艙，現在可以說東西湖方艙醫院成功實現了“三個零（即患者零召回、醫護零感染、病人零死亡）”的目標。	1	1,1	0,0,0,2,2,0,0
0004_1004	現在，醫療隊將進艙整理、洗消、晾曬機器設備，如醫療機器人等。	1	0,1	0,0,0,0,2,0,0
0004_1005	院方透露，東西湖方艙醫院自2月7日晚開始收治患者以來，共收治了1700餘名輕症和普通患者，先後匯聚了來自上海、新疆、寧夏、廣東、江蘇、武漢當地等十餘支醫療隊、1100餘名醫護人員。	1	0,1	0,0,0,0,2,0,0
0004_1006	據悉，方艙醫院內的醫療隊經歷了從無序到井井有條，到醫患一家親的變化過程。	1	1,1	2,0,0,2,1,0,0
0004_1007	同濟大學附屬東方醫院國家醫學緊急救援隊領隊雷撼表示，最初開艙時情況有些無序，各醫療隊的診療也存在標準不統一的問題，但隨着方艙醫院領導、專家層迅速擬定的一項項制度、措施出台，運行很快正常了。	1	1,1	2,0,0,0,1,0,0
0004_1008	“比如CT，醫生提看法，艙內專家組會商，還存在分歧就遞交專家委員會會商。	1	0,1	0,0,0,0,2,0,0
0004_1009	這其中，我們的隊員們發揮了很好的作用。”	1	0,1	0,0,0,0,2,0,0
0004_1010	雷撼說。	1	0,1	0,0,0,0,2,0,0
0004_1011	方艙B廳的醫療隊也介紹，院內的醫生既是患者診療的責任人，還經常充任患者家務事的“保姆”和聯絡官。	1	1,1	0,3,0,0,2,1,0
0004_1012	誰家親人暫時聯繫不上了，誰回去沒地方去了，誰家孩子一人在家，甚至誰家孕婦生產沒人照顧等，只要醫療隊員知道了，就會想盡辦法去解決。	1	0,1	0,0,0,0,2,1,0
0004_1013	“因為大家持之以恆的努力，患者焦慮、憂傷等情緒漸漸得到了很好的緩解。”	1	1,1	0,0,0,2,2,1,0
0004_1014	孫貴新說，此外方艙里的患者唱歌跳舞、做呼吸操的地方很大、參與者越來越多，還有圖書角，很好地滿足了各種需求，有患者說：“這裡是全國目前唯一的廣場舞特區”。	1	1,1	2,2,0,1,2,1,0
0004_1015	正因為如此，不少患者各種指標正常了也不願意出去，艙內患者中的“明星”不少：隨便什麼音樂就能跳出優美舞姿的阿姨、名叫“新晴”的抖音網紅、那位看見啥了都伸手幫的警察等。	1	1,0	0,3,0,2,0,0,0
0004_2000	疫情數字趨緩 中國特色方艙醫院結束使命	1	1,0	0,1,0,1,0,0,0
0004_2001	隨著新冠肺炎疫情趨緩，疫源地武漢市的14家方艙醫院今起全部休艙。	0	0,0	0,0,0,0,0,0,0
0004_2002	中國官方稱許這些以「中國速度」快速建成的臨時性醫院在防治疫病中扮演了關鍵角色，是中共領導下中國公衛的重大創舉。	1	1,0	0,2,0,2,0,0,0
0004_2003	2019年冠狀病毒疾病（COVID-19）最先出現在湖北省武漢市，因此俗稱新冠肺炎，當地疫情也最嚴峻。	0	0,0	0,0,0,0,0,0,0
0004_2004	武漢官方宣布1月23日「封城」後，難以計數的患者不但無法異地就醫，又因當地醫院一床難求、難以接受治療而喪命，網上不斷傳出各種求治無門的故事，其中不乏同一個家庭數人病亡的悲劇。	1	1,0	2,0,0,2,0,0,0
0004_2005	為解決床位的難題，比照2003年北京在「嚴重急性呼吸道症候群」（SARS）疫情間設立小湯山定點收治醫院模式，武漢市於1月25日開始陸續動工興建專門收治新冠肺炎住院患者的火神山和雷神山專門醫院，兩家醫院各有約813個和1600個床位，以重症患者為主。	0	0,0	0,0,0,0,0,0,0
0004_2006	但即使如此，仍難以因應當時每天千例以上的新增病例。	0	0,0	0,0,0,0,0,0,0
0004_2007	為了確保疑似和確診病例「應收盡收、應治盡治」，推動確診患者、疑似患者、無法排除感染可能的發燒患者以及確診患者密切接觸者等4類人員進行集中收治和隔離，在火神山和雷神山之後，武漢又緊急徵用體育展館、會展中心等各類大型場地設立方艙醫院。	0	0,0	0,0,0,0,0,0,0
0004_2008	●中國速度，首批3家方艙醫院29小時建成	1	1,0	0,1,0,0,0,0,0
0004_2009	方艙醫院屬於野戰醫院概念，由一系列具不同醫療或技術保障功能的「方艙」組合而成，具實施早期治療的救治能力。	0	0,0	0,0,0,0,0,0,0
0004_2010	這次為因應新冠肺炎而改裝的方艙醫院屬於輕症應急隔離所，其中有行軍床的組合式鐵鋁製病床或上下兩層床鋪，並加裝分區隔離設備和盥洗設備。	0	0,0	0,0,0,0,0,0,0
0004_2011	自2月3日連夜徵用江漢區武漢國際會展中心、武昌區洪山體育館與東西湖區武漢客廳（中國文化會展中心）以來，武漢在這次疫情裡共設立了14家方艙醫院，其中第一批有4000張床位的3家方艙醫院僅用了29個小時就建成，2月5日晚間10時即開始收治病患。	0	0,0	0,0,0,0,0,0,0
0004_2012	●1/4武漢患者在方艙醫院治療	0	0,0	0,0,0,0,0,0,0
0004_2013	首批方艙醫院建設成後，官方調動76支醫療隊、共8000多名醫務人員陸續進駐，「邊建設、邊接收、邊治療」。	0	0,0	0,0,0,0,0,0,0
0004_2014	中國國家衛生健康委員會主任馬曉偉2月29日在記者會表示，截至當時，各家方艙醫院共開放1萬3000多張床位、累計收治1萬2000多名病患；武漢當地的新冠肺炎患者中，每4人就有1人是在方艙醫院接受治療。	1	0,1	0,0,0,0,2,0,0
0004_2015	●床等人	1	1,0	2,0,0,0,0,0,0
0004_2016	隨著疫情趨緩，一床難求情況不再，2月底開始，方艙醫院開始實現「床等人」，官媒央視新聞27日披露，各家方艙醫院空餘床位共計5600張。	1	1,0	2,0,0,0,0,0,0
0004_2017	3月1日，武體方艙醫院宣布休艙，成為武漢第一家休艙的方艙醫院。	0	0,0	0,0,0,0,0,0,0
0004_2018	當天武漢新增確診病例已降至193例。	0	0,0	0,0,0,0,0,0,0
0004_2019	●歸功黨中央	1	1,0	0,0,0,2,0,0,0
0004_2020	在14家方艙醫院休艙前夕，中共中央紀委國家監委網站刊發評論說，方艙醫院的創設，是這次抗擊疫情「很關鍵的一招」，在「防與治」兩個方面發揮了不可替代的重要作用，在疫情最為嚴峻、大量病患在社區和社會流動的關鍵時刻，加快了患者收治力度，有效降低了輕症向重症的轉化率。	1	1,1	0,0,0,2,2,1,0
